G_loss,F_loss,D_X_loss,D_Y_loss
0.2726142704486847,0.2767477035522461,0.24766096472740173,0.2451235055923462
0.260651171207428,0.26752275228500366,0.2502451539039612,0.24686887860298157
0.26726505160331726,0.26234322786331177,0.25035977363586426,0.24948766827583313
0.2604277431964874,0.26399752497673035,0.2547243535518646,0.25047481060028076
0.2775140106678009,0.275011271238327,0.24805817008018494,0.24685317277908325
0.26023587584495544,0.27349621057510376,0.2506019175052643,0.25171342492103577
0.2711823284626007,0.26201972365379333,0.24987012147903442,0.2502020597457886
0.25858795642852783,0.26877209544181824,0.2517416477203369,0.25141721963882446
0.2620002329349518,0.26627951860427856,0.2507437467575073,0.250995397567749
0.2636282742023468,0.25501054525375366,0.2503903806209564,0.2508094310760498
0.26440322399139404,0.26754820346832275,0.2515708804130554,0.2500293552875519
0.2598882019519806,0.27209529280662537,0.2503853738307953,0.2501991391181946
0.26346978545188904,0.2608180642127991,0.24930834770202637,0.24977493286132812
0.2653767466545105,0.2648971974849701,0.2498370110988617,0.24956437945365906
0.26459750533103943,0.2553912103176117,0.2510279417037964,0.25026679039001465
0.2662550210952759,0.2660060524940491,0.24900676310062408,0.24962188303470612
0.2656703591346741,0.2649954855442047,0.24969062209129333,0.24950626492500305
0.26428669691085815,0.2624325454235077,0.2498636245727539,0.2494451105594635
0.2700718939304352,0.26879823207855225,0.24971696734428406,0.25000786781311035
0.25936123728752136,0.25971224904060364,0.24999511241912842,0.2501298785209656
0.25927919149398804,0.2956334054470062,0.2502647042274475,0.2501782774925232
0.26085513830184937,0.25518766045570374,0.2498268038034439,0.249889075756073
0.2616400122642517,0.2615794539451599,0.2502910792827606,0.2502431273460388
0.25588178634643555,0.2628684937953949,0.2498627007007599,0.24978451430797577
0.2658749520778656,0.2730337977409363,0.2496756911277771,0.24989616870880127
0.2659372091293335,0.25903040170669556,0.249842569231987,0.2499147653579712
0.26516664028167725,0.2530754506587982,0.2498394101858139,0.24995535612106323
0.26368463039398193,0.26657938957214355,0.24978303909301758,0.2500362992286682
0.2609419822692871,0.26134568452835083,0.2499924898147583,0.2500373125076294
0.2644699215888977,0.2559833526611328,0.25015854835510254,0.2500520646572113
0.2651320695877075,0.2689827084541321,0.25033020973205566,0.24992012977600098
0.26037079095840454,0.2599017024040222,0.2500404715538025,0.2499774992465973
0.261197566986084,0.26654523611068726,0.2503174841403961,0.2500806748867035
0.251909077167511,0.2662684917449951,0.24994295835494995,0.2500441074371338
0.2609233856201172,0.27832210063934326,0.25016531348228455,0.25003597140312195
0.2592039108276367,0.2612861394882202,0.2500016689300537,0.249887615442276
0.26398494839668274,0.25526630878448486,0.24991093575954437,0.24999269843101501
0.25451385974884033,0.263288289308548,0.25004521012306213,0.2500030994415283
