G_loss,F_loss,D_X_loss,D_Y_loss
0.2512176036834717,0.26621419191360474,0.25053638219833374,0.24990160763263702
0.26753607392311096,0.2609630227088928,0.25011056661605835,0.25015988945961
0.26628080010414124,0.2575362026691437,0.2509867548942566,0.2501962184906006
0.26711344718933105,0.2580808699131012,0.2508694529533386,0.25005659461021423
0.26137498021125793,0.2651742398738861,0.2496890276670456,0.2499694973230362
0.26160427927970886,0.26244816184043884,0.25112366676330566,0.250129759311676
0.2561476230621338,0.2567923963069916,0.250242680311203,0.24999365210533142
0.2624501585960388,0.2610100507736206,0.25009793043136597,0.2500983476638794
0.2552150785923004,0.2695750892162323,0.24931272864341736,0.24991267919540405
0.2568747401237488,0.2657066881656647,0.25099343061447144,0.2502146363258362
0.2656056582927704,0.26508063077926636,0.24927246570587158,0.24990957975387573
0.26300039887428284,0.2593080997467041,0.25081759691238403,0.2500133514404297
0.2603225111961365,0.27661624550819397,0.25050973892211914,0.2501261830329895
0.26643115282058716,0.2549556493759155,0.2505705952644348,0.24989746510982513
0.2612311840057373,0.26780274510383606,0.24921149015426636,0.2500655949115753
0.2770701050758362,0.26532578468322754,0.24977055191993713,0.250032901763916
0.26195940375328064,0.2611466646194458,0.24984684586524963,0.2500285506248474
0.25676557421684265,0.2631310522556305,0.24965517222881317,0.24997320771217346
0.25992581248283386,0.2622162103652954,0.24982807040214539,0.24996250867843628
0.25894880294799805,0.26364704966545105,0.2500358819961548,0.25004810094833374
0.2624129056930542,0.2597333490848541,0.25102463364601135,0.2501530349254608
0.25876739621162415,0.25387686491012573,0.2508684992790222,0.25007370114326477
0.2570975720882416,0.2592829763889313,0.25127553939819336,0.25004279613494873
0.25193116068840027,0.26824846863746643,0.24938493967056274,0.2499626725912094
0.2631749212741852,0.2634546458721161,0.25129860639572144,0.2500603199005127
0.2600303590297699,0.25461798906326294,0.2501611113548279,0.25010159611701965
0.25497639179229736,0.262297660112381,0.24921119213104248,0.25056493282318115
0.2503693997859955,0.2610209584236145,0.2497837245464325,0.25009608268737793
0.2575203776359558,0.26051491498947144,0.24849644303321838,0.24983008205890656
0.25854459404945374,0.25971099734306335,0.2506958246231079,0.25000032782554626
0.2641376852989197,0.26591843366622925,0.24986189603805542,0.24996797740459442
0.2593899369239807,0.25691062211990356,0.24971365928649902,0.24994564056396484
0.2580001652240753,0.265398770570755,0.2500731945037842,0.25001201033592224
0.25358134508132935,0.2555638551712036,0.2503936290740967,0.2500210404396057
0.25529617071151733,0.25907212495803833,0.2500929534435272,0.2500559985637665
0.2596983313560486,0.26409173011779785,0.24912098050117493,0.25006231665611267
0.2559873163700104,0.2552778720855713,0.2507890462875366,0.25003260374069214
0.25679340958595276,0.2615076005458832,0.2515396475791931,0.25005948543548584
0.25770142674446106,0.25920698046684265,0.2500726282596588,0.24994800984859467
0.2550808787345886,0.26040709018707275,0.24995331466197968,0.2499425858259201
0.2570616602897644,0.2647298574447632,0.24488818645477295,0.24989208579063416
0.2667980194091797,0.26038748025894165,0.24982209503650665,0.24977967143058777
0.25635167956352234,0.25705742835998535,0.2505130469799042,0.25053155422210693
0.2603857219219208,0.25931766629219055,0.2500917613506317,0.249919131398201
0.2554830014705658,0.25783923268318176,0.24982193112373352,0.24973709881305695
0.2591342031955719,0.26132261753082275,0.24978922307491302,0.24997586011886597
0.2566174268722534,0.2630705237388611,0.25001585483551025,0.2500842809677124
0.2541924715042114,0.26011455059051514,0.2498793601989746,0.2499796748161316
0.253778874874115,0.2559811770915985,0.25004062056541443,0.2500213384628296
0.2561597228050232,0.2565924823284149,0.24996577203273773,0.25002947449684143
0.25624528527259827,0.25979840755462646,0.25060710310935974,0.25008484721183777
0.2583234906196594,0.2599930465221405,0.25054094195365906,0.24990643560886383
0.2584136128425598,0.2602587044239044,0.25013548135757446,0.24996909499168396
0.26236283779144287,0.2551148533821106,0.24987877905368805,0.25010135769844055
0.25739699602127075,0.2600143849849701,0.25017452239990234,0.25007861852645874
0.2567240595817566,0.26124706864356995,0.2501828074455261,0.25007107853889465
0.2592622935771942,0.2587958574295044,0.2500019073486328,0.2499643862247467
0.2629164159297943,0.25618764758110046,0.2503882348537445,0.25031906366348267
0.2592109143733978,0.25999128818511963,0.25094395875930786,0.2499081790447235
0.25654056668281555,0.2614958882331848,0.250565767288208,0.2500728666782379
0.25952351093292236,0.2579619586467743,0.2483583390712738,0.25009918212890625
0.2543211877346039,0.2584705948829651,0.24862542748451233,0.2499936819076538
0.25629740953445435,0.2604200839996338,0.24852678179740906,0.24971702694892883
0.2640242874622345,0.26433342695236206,0.25010672211647034,0.2504047453403473
0.2569272518157959,0.26154473423957825,0.25106948614120483,0.25001657009124756
0.25634318590164185,0.25790223479270935,0.250042200088501,0.24990642070770264
