G_loss,F_loss,D_X_loss,D_Y_loss
0.3081238865852356,0.2901439666748047,0.2555585503578186,0.2444095015525818
0.2601301968097687,0.317178875207901,0.22994142770767212,0.25301268696784973
0.2725321352481842,0.3173002302646637,0.2328963279724121,0.2467530369758606
0.28641828894615173,0.29840508103370667,0.21849313378334045,0.27771857380867004
0.25850704312324524,0.29740580916404724,0.25722891092300415,0.2519761323928833
0.25971561670303345,0.273772656917572,0.25184082984924316,0.25052574276924133
0.2909344434738159,0.33925744891166687,0.24396449327468872,0.23964375257492065
0.34938210248947144,0.23173914849758148,0.32962340116500854,0.24423280358314514
0.2690293788909912,0.2828448712825775,0.2581259310245514,0.25139951705932617
0.2792947590351105,0.29717937111854553,0.26549142599105835,0.2397543042898178
0.2697354257106781,0.34766677021980286,0.23082438111305237,0.2501959800720215
0.2804272472858429,0.2822459936141968,0.24493736028671265,0.2504129409790039
0.27642756700515747,0.26337772607803345,0.24979497492313385,0.24327746033668518
0.26938596367836,0.34511351585388184,0.1857835054397583,0.25359565019607544
0.263250470161438,0.22167129814624786,0.2872331440448761,0.24931979179382324
0.26454171538352966,0.19976620376110077,0.2723162770271301,0.24581238627433777
0.264317125082016,0.26044803857803345,0.24225500226020813,0.2497536540031433
0.3177090883255005,0.27308139204978943,0.2437662035226822,0.25068485736846924
0.2724749743938446,0.30242466926574707,0.24448612332344055,0.25017547607421875
0.287128210067749,0.24964123964309692,0.27806976437568665,0.24876582622528076
0.26453378796577454,0.2882533669471741,0.19419364631175995,0.25243669748306274
0.28631436824798584,0.16753076016902924,0.26423072814941406,0.25643491744995117
0.2673261761665344,0.24532729387283325,0.25218093395233154,0.2492634654045105
0.2683147192001343,0.2843824326992035,0.19231046736240387,0.25004780292510986
0.2649661600589752,0.30358263850212097,0.22532027959823608,0.24916616082191467
0.2595653831958771,0.32176753878593445,0.22475361824035645,0.25034165382385254
0.26384422183036804,0.3024766147136688,0.2057802379131317,0.2501921057701111
0.27987638115882874,0.3052263855934143,0.17571556568145752,0.25021058320999146
0.2617035210132599,0.35344114899635315,0.24268792569637299,0.25035569071769714
0.27045610547065735,0.3120756149291992,0.2696462869644165,0.24914157390594482
0.2686411142349243,0.2853966951370239,0.25239187479019165,0.25006163120269775
0.27546706795692444,0.3172103762626648,0.26397693157196045,0.2503434419631958
0.26123449206352234,0.2859157919883728,0.24617917835712433,0.25028595328330994
0.26792266964912415,0.2985369861125946,0.23319923877716064,0.24940122663974762
0.26327142119407654,0.28025633096694946,0.22969752550125122,0.2523961663246155
0.27157872915267944,0.3244819641113281,0.20318759977817535,0.24900609254837036
0.2633228600025177,0.3630163073539734,0.2152349054813385,0.2515341639518738
0.2655988335609436,0.243782177567482,0.2880467176437378,0.24947002530097961
0.2652752697467804,0.2698252499103546,0.23507338762283325,0.2457078993320465
0.27497467398643494,0.26448407769203186,0.24346256256103516,0.2526196837425232
0.2649044394493103,0.2528580129146576,0.23636072874069214,0.25119370222091675
0.27041104435920715,0.2943851053714752,0.21541520953178406,0.24615870416164398
0.26992395520210266,0.2733754813671112,0.26584118604660034,0.2505747079849243
0.2683364450931549,0.3123539686203003,0.21346792578697205,0.24752280116081238
0.2621001899242401,0.25347286462783813,0.26848745346069336,0.24944615364074707
0.2547835111618042,0.35449710488319397,0.2739011347293854,0.2496739625930786
0.26289263367652893,0.2525029480457306,0.23415809869766235,0.24826721847057343
0.2683936357498169,0.2771105170249939,0.22971421480178833,0.24892616271972656
0.2677551507949829,0.31084543466567993,0.2332664132118225,0.25042200088500977
0.26994627714157104,0.27400699257850647,0.25135403871536255,0.25041672587394714
0.2602732181549072,0.28469857573509216,0.2541106939315796,0.2504451870918274
0.2724056541919708,0.28712400794029236,0.24235613644123077,0.24794232845306396
0.2591894268989563,0.27384814620018005,0.24480316042900085,0.25322723388671875
0.2641277015209198,0.33701959252357483,0.2438250631093979,0.2499874234199524
0.2675880193710327,0.36974814534187317,0.25298774242401123,0.2506653964519501
0.2687069773674011,0.20805545151233673,0.2687968611717224,0.24967989325523376
0.2620258629322052,0.2435189187526703,0.29093486070632935,0.25014740228652954
0.2619198262691498,0.29779693484306335,0.22830882668495178,0.24991685152053833
0.262876033782959,0.3511523902416229,0.19134457409381866,0.2503591775894165
0.2619889974594116,0.33430996537208557,0.20529228448867798,0.24959290027618408
0.2616630792617798,0.32065877318382263,0.17809225618839264,0.25028201937675476
0.2597687244415283,0.29229411482810974,0.23264436423778534,0.24936717748641968
0.267203688621521,0.2868034839630127,0.25029075145721436,0.25012898445129395
0.26557910442352295,0.2118707150220871,0.24813228845596313,0.250328004360199
0.26503786444664,0.2967565059661865,0.18957501649856567,0.24955183267593384
0.27016985416412354,0.29501083493232727,0.2448723316192627,0.24913018941879272
0.25821033120155334,0.1938740760087967,0.2838555574417114,0.24992161989212036
0.2558920085430145,0.23800508677959442,0.30293193459510803,0.2505320906639099
0.26240047812461853,0.2532876133918762,0.24614965915679932,0.24935394525527954
0.2639840841293335,0.34917935729026794,0.212083101272583,0.25002244114875793
0.24967941641807556,0.27341893315315247,0.22962577641010284,0.24950870871543884
0.26391488313674927,0.39869484305381775,0.1961335986852646,0.2500641942024231
0.25168290734291077,0.2896490693092346,0.26646947860717773,0.249985933303833
0.2594829499721527,0.21211515367031097,0.27748745679855347,0.24998317658901215
0.26373714208602905,0.3326469957828522,0.21494120359420776,0.24756941199302673
0.26637643575668335,0.26664602756500244,0.250613808631897,0.25081008672714233
0.26540878415107727,0.32245591282844543,0.2447699010372162,0.2501797080039978
0.2602420151233673,0.2437077760696411,0.27290090918540955,0.2500326335430145
